list_place,list_date_time,detail_plaats,detail_datum,stance,language,identifies_as_immigrant
Schiedam,03 oktober 2025 (21:23),Schiedam,3 oktober 2025,Against,Dutch,Yes
Hoofddorp,03 oktober 2025 (21:22),Hoofddorp,3 oktober 2025,Against,Dutch,No
Utrecht,03 oktober 2025 (21:03),Utrecht,3 oktober 2025,Against,Dutch,Unclear
Amstleveen ,03 oktober 2025 (20:57),Amstleveen,3 oktober 2025,Against,Dutch,Unclear
Nootdorp,03 oktober 2025 (20:54),Nootdorp,3 oktober 2025,Against,Dutch,Unclear
Amersfoort,03 oktober 2025 (20:53),Amersfoort,3 oktober 2025,Against,English,Yes
Amsterdam ,03 oktober 2025 (20:50),Amsterdam,3 oktober 2025,For,Dutch,Unclear
Amstelveen,03 oktober 2025 (20:41),Amstelveen,3 oktober 2025,Against,English,Unclear
Zuidwolde,03 oktober 2025 (20:35),Zuidwolde,3 oktober 2025,Against,Dutch,Unclear
Utrecht,03 oktober 2025 (20:32),Utrecht,3 oktober 2025,Against,English,Yes
"Naatherland ,Limburg",03 oktober 2025 (20:21),"Naatherland ,Limburg",3 oktober 2025,Against,English,Yes
Voorburg,03 oktober 2025 (20:17),Voorburg,3 oktober 2025,Against,English,Unclear
Groningen,03 oktober 2025 (20:13),Groningen,3 oktober 2025,Against,Dutch,Unclear
Anonymous,03 oktober 2025 (20:05),Anonymous,3 oktober 2025,Against,English,Yes
Arnhem,03 oktober 2025 (19:55),Arnhem,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (19:48),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (19:39),Amsterdam,3 oktober 2025,Against,English,Unclear
Eindhoven,03 oktober 2025 (19:36),Eindhoven,3 oktober 2025,Against,Dutch,Yes
Utrecht,03 oktober 2025 (19:29),Utrecht,3 oktober 2025,Against,Dutch,Unclear
Hoofddorp,03 oktober 2025 (19:22),Hoofddorp,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (19:19),Amsterdam,3 oktober 2025,Against,English,Unclear
Utrecht,03 oktober 2025 (19:13),Utrecht,3 oktober 2025,Against,English,Yes
Rosmalen,03 oktober 2025 (19:08),Rosmalen,3 oktober 2025,Against,Dutch,Unclear
"Tilburg, I.",03 oktober 2025 (19:07),"Tilburg, I.",3 oktober 2025,Against,English,Unclear
Delft,03 oktober 2025 (19:04),Delft,3 oktober 2025,Against,Dutch,Yes
Venlo,03 oktober 2025 (19:03),Venlo,3 oktober 2025,Against,Dutch,Unclear
Almere.,03 oktober 2025 (19:01),Almere.,3 oktober 2025,Against,Dutch,Unclear
Almere,03 oktober 2025 (18:58),Almere,3 oktober 2025,Against,Dutch,Unclear
Eindhoven,03 oktober 2025 (18:56),Eindhoven,3 oktober 2025,Against,Dutch,Unclear
's-Gravenhage,03 oktober 2025 (18:55),'s-Gravenhage,3 oktober 2025,Against,Dutch,Yes
Den Haag,03 oktober 2025 (18:52),Den Haag,3 oktober 2025,Against,Dutch,Yes
Baarn ,03 oktober 2025 (18:51),Baarn,3 oktober 2025,Against,Dutch,Unclear
Haarlem,03 oktober 2025 (18:48),Haarlem,3 oktober 2025,Against,English,Unclear
Eindhoven,03 oktober 2025 (18:47),Eindhoven,3 oktober 2025,Against,English,Unclear
Amstelveen,03 oktober 2025 (18:44),Amstelveen,3 oktober 2025,Against,Dutch,Unclear
Baarn,03 oktober 2025 (18:44),Baarn,3 oktober 2025,Against,Dutch,Unclear
Rotterdam,03 oktober 2025 (18:05),Rotterdam,3 oktober 2025,Against,Dutch,Unclear
Netherland ,03 oktober 2025 (18:05),Netherland,3 oktober 2025,Against,Dutch,Unclear
Leiden,03 oktober 2025 (18:04),Leiden,3 oktober 2025,Against,Dutch,Unclear
Almere,03 oktober 2025 (18:04),Almere,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (18:00),Amsterdam,3 oktober 2025,Against,English,Unclear
"Houten, Utretch",03 oktober 2025 (17:59),"Houten, Utretch",3 oktober 2025,Against,English,Yes
Sittard,03 oktober 2025 (17:57),Sittard,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (17:57),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Beuningen,03 oktober 2025 (17:56),Beuningen,3 oktober 2025,Against,Dutch,Unclear
ALMERE,03 oktober 2025 (17:56),ALMERE,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (17:54),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (17:47),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Diemen,03 oktober 2025 (17:44),Diemen,3 oktober 2025,Against,English,Yes
Amersfoort ,03 oktober 2025 (17:37),Amersfoort,3 oktober 2025,Against,English,Yes
HILVERSUM,03 oktober 2025 (17:32),HILVERSUM,3 oktober 2025,Against,English,Yes
`s-Hertogenbosch,03 oktober 2025 (17:32),`s-Hertogenbosch,3 oktober 2025,Against,Dutch,No
Diemen 1112WX,03 oktober 2025 (17:32),Diemen 1112WX,3 oktober 2025,Against,Dutch,Unclear
Gouda,03 oktober 2025 (17:30),Gouda,3 oktober 2025,Against,Dutch,Yes
Vlijmen,03 oktober 2025 (17:29),Vlijmen,3 oktober 2025,Against,English,Unclear
Eindhoven,03 oktober 2025 (17:28),Eindhoven,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (17:26),Amsterdam,3 oktober 2025,Against,English,Yes
Den Haag,03 oktober 2025 (17:25),Den Haag,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (17:20),Amsterdam,3 oktober 2025,Against,Dutch,Yes
ROTTERDAM,03 oktober 2025 (17:19),ROTTERDAM,3 oktober 2025,Against,Dutch,Unclear
S-Hertogenbosch,03 oktober 2025 (17:18),S-Hertogenbosch,3 oktober 2025,Against,Dutch,Yes
Utrecht,03 oktober 2025 (17:17),Utrecht,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (17:09),Rotterdam,3 oktober 2025,Against,Dutch,Unclear
Rotterdam,03 oktober 2025 (17:08),Rotterdam,3 oktober 2025,Against,Dutch,Unclear
Utrecht,03 oktober 2025 (17:05),Utrecht,3 oktober 2025,Against,English,Yes
kudelstraat ,03 oktober 2025 (17:03),kudelstraat,3 oktober 2025,Against,English,Yes
V/h Grave. Thans Oss,03 oktober 2025 (17:00),V/h Grave. Thans Oss,3 oktober 2025,Against,Dutch,Unclear
Maarssen,03 oktober 2025 (16:54),Maarssen,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (16:52),Rotterdam,3 oktober 2025,Against,Dutch,Yes
leeuwarden,03 oktober 2025 (16:46),leeuwarden,3 oktober 2025,Against,Dutch,Yes
Breda,03 oktober 2025 (16:46),Breda,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (16:44),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Nieuwegein,03 oktober 2025 (16:43),Nieuwegein,3 oktober 2025,Against,English,Yes
Rotterdam,03 oktober 2025 (16:39),Rotterdam,3 oktober 2025,Against,Dutch,Yes
Voorburg,03 oktober 2025 (16:32),Voorburg,3 oktober 2025,Against,Dutch,Unclear
Westhill,03 oktober 2025 (16:27),Westhill,3 oktober 2025,Against,Dutch,Unclear
Amstelveen,03 oktober 2025 (16:20),Amstelveen,3 oktober 2025,Against,English,Unclear
"Oisterwijk, Nederland",03 oktober 2025 (16:17),"Oisterwijk, Nederland",3 oktober 2025,Against,Dutch,Yes
"De Pijp, Amsterdam",03 oktober 2025 (16:04),"De Pijp, Amsterdam",3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (16:03),Amsterdam,3 oktober 2025,Against,Other,Unclear
Venlo,03 oktober 2025 (15:55),Venlo,3 oktober 2025,Against,Dutch,Yes
Krommenie,03 oktober 2025 (15:47),Krommenie,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (15:46),Amsterdam,3 oktober 2025,Against,English,Yes
Eindhoven ,03 oktober 2025 (15:46),Eindhoven,3 oktober 2025,Against,English,Unclear
Amsterdam,03 oktober 2025 (15:45),Amsterdam,3 oktober 2025,Against,English,Unclear
Delft,03 oktober 2025 (15:41),Delft,3 oktober 2025,For,Dutch,Unclear
Zoetermeer,03 oktober 2025 (15:40),Zoetermeer,3 oktober 2025,Against,Dutch,Unclear
1087EN,03 oktober 2025 (15:39),1087EN,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (15:39),Amsterdam,3 oktober 2025,Against,English,Unclear
'S-Hertogenbosch,03 oktober 2025 (15:39),'S-Hertogenbosch,3 oktober 2025,Against,Dutch,Unclear
Maarssen ,03 oktober 2025 (15:39),Maarssen,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (15:35),Amsterdam,3 oktober 2025,Against,English,Yes
Eindhoven,03 oktober 2025 (15:30),Eindhoven,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (15:27),Rotterdam,3 oktober 2025,Against,English,Yes
Utrecht ,03 oktober 2025 (15:26),Utrecht,3 oktober 2025,Against,Dutch,Yes
"Leiden, The Netherlands",03 oktober 2025 (15:25),"Leiden, The Netherlands",3 oktober 2025,Against,English,Yes
Utrecht ,03 oktober 2025 (15:24),Utrecht,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (15:20),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Amstelveen,03 oktober 2025 (15:12),Amstelveen,3 oktober 2025,Against,English,Yes
Den Haag,03 oktober 2025 (15:11),Den Haag,3 oktober 2025,Against,Dutch,Unclear
Leidschendam,03 oktober 2025 (15:11),Leidschendam,3 oktober 2025,Against,Dutch,Yes
Amstelveen,03 oktober 2025 (15:10),Amstelveen,3 oktober 2025,Against,English,Unclear
Amsterdam,03 oktober 2025 (15:06),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (15:06),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (15:05),Amsterdam,3 oktober 2025,Against,Dutch,No
Tilburg,03 oktober 2025 (15:02),Tilburg,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (15:00),Amsterdam,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (14:57),Amsterdam,3 oktober 2025,Against,English,Unclear
Den Haag,03 oktober 2025 (14:56),Den Haag,3 oktober 2025,Against,Dutch,Unclear
student,03 oktober 2025 (14:55),student,3 oktober 2025,Against,English,Unclear
Eindhoven,03 oktober 2025 (14:54),Eindhoven,3 oktober 2025,Against,Dutch,Unclear
Klazienaveen Noord,03 oktober 2025 (14:53),Klazienaveen Noord,3 oktober 2025,Against,Dutch,Unclear
Netherlands ,03 oktober 2025 (14:36),Netherlands,3 oktober 2025,Against,Dutch,Unclear
Geldermalsen ,03 oktober 2025 (14:32),Geldermalsen,3 oktober 2025,Against,Dutch,Unclear
Den haag,03 oktober 2025 (14:29),Den haag,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (14:23),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Rotterdam ,03 oktober 2025 (14:19),Rotterdam,3 oktober 2025,Against,Dutch,Unclear
Den Haag,03 oktober 2025 (14:18),Den Haag,3 oktober 2025,Against,English,Unclear
Utrecht,03 oktober 2025 (14:14),Utrecht,3 oktober 2025,Against,English,Unclear
Arnhem,03 oktober 2025 (14:13),Arnhem,3 oktober 2025,Against,Other,Unclear
Amsterdam,03 oktober 2025 (14:11),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (14:05),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (14:04),Rotterdam,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (14:04),Rotterdam,3 oktober 2025,Against,English,Yes
Utrecht,03 oktober 2025 (14:03),Utrecht,3 oktober 2025,Against,English,Yes
Utrecht,03 oktober 2025 (14:03),Utrecht,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (13:59),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Best,03 oktober 2025 (13:59),Best,3 oktober 2025,For,English,Unclear
Amsterdam,03 oktober 2025 (13:57),Amsterdam,3 oktober 2025,Against,English,Yes
Arnhem,03 oktober 2025 (13:54),Arnhem,3 oktober 2025,Against,Dutch,Unclear
Hoofddorp ,03 oktober 2025 (13:45),Hoofddorp,3 oktober 2025,Against,English,Unclear
Leiden,03 oktober 2025 (13:42),Leiden,3 oktober 2025,Against,Dutch,Unclear
The Netherlands,03 oktober 2025 (13:38),The Netherlands,3 oktober 2025,Against,English,Unclear
Amsterdam,03 oktober 2025 (13:34),Amsterdam,3 oktober 2025,Against,English,Unclear
's-Hertogenbosch ,03 oktober 2025 (13:34),'s-Hertogenbosch,3 oktober 2025,Against,Dutch,Unclear
Eindhoven,03 oktober 2025 (13:33),Eindhoven,3 oktober 2025,Against,Dutch,Unclear
Den Haag,03 oktober 2025 (13:24),Den Haag,3 oktober 2025,Against,English,Yes
Capelle aan den IJssel,03 oktober 2025 (13:22),Capelle aan den IJssel,3 oktober 2025,Against,Dutch,Unclear
Rotterdam,03 oktober 2025 (13:18),Rotterdam,3 oktober 2025,Against,Dutch,Yes
Assendelft,03 oktober 2025 (13:16),Assendelft,3 oktober 2025,Against,Dutch,Yes
Den Haag,03 oktober 2025 (13:15),Den Haag,3 oktober 2025,Against,Dutch,Yes
Almere,03 oktober 2025 (13:14),Almere,3 oktober 2025,Against,English,Unclear
Rotterdam,03 oktober 2025 (13:09),Rotterdam,3 oktober 2025,Against,Dutch,Yes
Hilversum,03 oktober 2025 (13:08),Hilversum,3 oktober 2025,Against,Dutch,Unclear
Arnhem,03 oktober 2025 (13:08),Arnhem,3 oktober 2025,Against,English,Unclear
Arnhem,03 oktober 2025 (13:06),Arnhem,3 oktober 2025,Against,English,Unclear
Geldermalsen,03 oktober 2025 (12:55),Geldermalsen,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (12:54),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Almere,03 oktober 2025 (12:44),Almere,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (12:42),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Best,03 oktober 2025 (12:39),Best,3 oktober 2025,Against,English,Yes
Vlissingen,03 oktober 2025 (12:33),Vlissingen,3 oktober 2025,Against,Dutch,No
Amsterdam,03 oktober 2025 (12:30),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Zwolle,03 oktober 2025 (12:29),Zwolle,3 oktober 2025,Against,English,Yes
Eindhoven ,03 oktober 2025 (12:22),Eindhoven,3 oktober 2025,Against,Dutch,Unclear
Zwolle,03 oktober 2025 (12:18),Zwolle,3 oktober 2025,Against,Dutch,Unclear
Amsterdam ,03 oktober 2025 (12:18),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (12:11),Amsterdam,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (12:11),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Diemen,03 oktober 2025 (12:10),Diemen,3 oktober 2025,Against,English,Unclear
Nieuw-Vennep,03 oktober 2025 (11:53),Nieuw-Vennep,3 oktober 2025,Against,Dutch,Unclear
Rotterdam,03 oktober 2025 (11:52),Rotterdam,3 oktober 2025,Against,English,Yes
Reeuwijk ,03 oktober 2025 (11:51),Reeuwijk,3 oktober 2025,Against,Dutch,Unclear
Europe,03 oktober 2025 (11:49),Europe,3 oktober 2025,Against,Dutch,Unclear
Amstelveen,03 oktober 2025 (11:47),Amstelveen,3 oktober 2025,Against,Dutch,Yes
Utrecht,03 oktober 2025 (11:44),Utrecht,3 oktober 2025,Against,English,Yes
Amsterdam ,03 oktober 2025 (11:44),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Rotterdam,03 oktober 2025 (11:34),Rotterdam,3 oktober 2025,Against,Dutch,Unclear
Utrecht,03 oktober 2025 (11:31),Utrecht,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (11:31),Amsterdam,3 oktober 2025,Against,English,Unclear
Westervoort,03 oktober 2025 (11:21),Westervoort,3 oktober 2025,Against,English,Yes
zaandijk,03 oktober 2025 (11:18),zaandijk,3 oktober 2025,Against,Dutch,Yes
Voorschoten,03 oktober 2025 (11:17),Voorschoten,3 oktober 2025,Against,Other,Unclear
Utrecht,03 oktober 2025 (11:16),Utrecht,3 oktober 2025,Against,English,Unclear
Almere,03 oktober 2025 (11:11),Almere,3 oktober 2025,Against,English,Yes
Eindhoven,03 oktober 2025 (11:10),Eindhoven,3 oktober 2025,For,English,Yes
Amstelveen,03 oktober 2025 (11:10),Amstelveen,3 oktober 2025,Against,Dutch,Unclear
Amsterdam ,03 oktober 2025 (11:09),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Anonymously ,03 oktober 2025 (11:07),Anonymously,3 oktober 2025,Against,English,Unclear
Den Bosch,03 oktober 2025 (11:05),Den Bosch,3 oktober 2025,Against,English,Yes
Anonymously ,03 oktober 2025 (11:05),Anonymously,3 oktober 2025,Against,English,Yes
Westervoort,03 oktober 2025 (11:05),Westervoort,3 oktober 2025,Against,Dutch,Yes
Amstelveen,03 oktober 2025 (11:03),Amstelveen,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (11:01),Amsterdam,3 oktober 2025,Against,English,Unclear
‘s-Gravenhage,03 oktober 2025 (10:57),‘s-Gravenhage,3 oktober 2025,Against,Dutch,Unclear
Apeldoorn,03 oktober 2025 (10:55),Apeldoorn,3 oktober 2025,Against,Dutch,Unclear
Den Helder,03 oktober 2025 (10:54),Den Helder,3 oktober 2025,Against,Dutch,Yes
Almere,03 oktober 2025 (10:53),Almere,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (10:47),Amsterdam,3 oktober 2025,Against,English,Yes
Utrecht,03 oktober 2025 (10:45),Utrecht,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (10:41),Amsterdam,3 oktober 2025,Against,English,Yes
ROTTERDAM,03 oktober 2025 (10:38),ROTTERDAM,3 oktober 2025,Against,Dutch,Unclear
Hoorn,03 oktober 2025 (10:34),Hoorn,3 oktober 2025,Against,Dutch,Yes
Almere poort,03 oktober 2025 (10:30),Almere poort,3 oktober 2025,Against,Dutch,Unclear
"Eindhoven, Netherlands",03 oktober 2025 (10:28),"Eindhoven, Netherlands",3 oktober 2025,Against,English,Yes
Hoorn,03 oktober 2025 (10:28),Hoorn,3 oktober 2025,Against,Dutch,Yes
Rotterdam,03 oktober 2025 (10:24),Rotterdam,3 oktober 2025,Against,English,Yes
Groningen,03 oktober 2025 (10:22),Groningen,3 oktober 2025,Against,Dutch,Unclear
The Hague,03 oktober 2025 (10:21),The Hague,3 oktober 2025,Against,English,Unclear
Arnhem,03 oktober 2025 (10:21),Arnhem,3 oktober 2025,For,Dutch,Yes
Heemskerk,03 oktober 2025 (10:17),Heemskerk,3 oktober 2025,Against,English,Yes
Capelle A/D IJssel,03 oktober 2025 (10:15),Capelle A/D IJssel,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (10:13),Amsterdam,3 oktober 2025,Against,English,Yes
Amsterdam,03 oktober 2025 (10:13),Amsterdam,3 oktober 2025,Against,English,Unclear
Den haag,03 oktober 2025 (10:12),Den haag,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (10:11),Amsterdam,3 oktober 2025,Against,English,Yes
Eindhoven,03 oktober 2025 (10:08),Eindhoven,3 oktober 2025,Against,Dutch,Yes
Utrecht,03 oktober 2025 (10:03),Utrecht,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (10:00),Amsterdam,3 oktober 2025,Against,English,Yes
Den Haag,03 oktober 2025 (09:57),Den Haag,3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (09:47),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (09:42),Amsterdam,3 oktober 2025,Against,Dutch,Yes
Amsterdam,03 oktober 2025 (09:42),Amsterdam,3 oktober 2025,Against,Dutch,Yes
ROTTERDAM,03 oktober 2025 (09:42),ROTTERDAM,3 oktober 2025,Against,Dutch,Yes
"Helmond, Noord Brabant, Nederland",03 oktober 2025 (09:36),"Helmond, Noord Brabant, Nederland",3 oktober 2025,Against,Dutch,Unclear
Amsterdam,03 oktober 2025 (09:28),Amsterdam,3 oktober 2025,Against,Dutch,Unclear
Purmerend,03 oktober 2025 (09:28),Purmerend,3 oktober 2025,Against,Dutch,Unclear
Almere,03 oktober 2025 (09:23),Almere,3 oktober 2025,Against,English,Yes
Leiden,03 oktober 2025 (09:21),Leiden,3 oktober 2025,Against,English,Unclear
Amsterdam,03 oktober 2025 (09:18),Amsterdam,3 oktober 2025,Against,Other,Unclear
Oosterhout ,03 oktober 2025 (09:11),Oosterhout,3 oktober 2025,Against,Dutch,Yes
Rhenen,03 oktober 2025 (09:10),Rhenen,3 oktober 2025,Against,Dutch,Unclear
Breda,03 oktober 2025 (09:04),Breda,3 oktober 2025,Against,Dutch,Yes
Almere,03 oktober 2025 (08:58),Almere,3 oktober 2025,Against,English,Unclear
Born,03 oktober 2025 (08:51),Born,3 oktober 2025,Against,English,Unclear
ROTTERDAM,03 oktober 2025 (08:41),ROTTERDAM,3 oktober 2025,Against,Dutch,Unclear
Almere,03 oktober 2025 (08:37),Almere,3 oktober 2025,Against,Dutch,Yes
